,Colour,Memory,RAM,Battery_,AI Lens,Mobile Height,Processor_,Prize,Price Category,battery_efficiency,Rear_Camera_MP,Front_Camera_MP,price_per_ram,price_per_memory,Brand,Series,Model_Number
196,200,128.0,6.0,5000.0,0.0,16.76,50,16999.0,15K-20K,833.3333333333334,50,8,2833.1666666666665,132.8046875,20,11,12.0
197,221,64.0,4.0,5000.0,0.0,16.76,50,14999.0,10K-15K,1250.0,50,8,3749.75,234.359375,20,11,12.0
198,51,32.0,3.0,5000.0,0.0,16.51,115,7499.0,5K-10K,1666.6666666666667,13,5,2499.6666666666665,234.34375,20,22,12.0
199,56,32.0,3.0,5000.0,0.0,16.51,117,7245.0,5K-10K,1666.6666666666667,8,5,2415.0,226.40625,20,54,12.0
200,272,110.55083179297597,8.0,5000.0,0.0,16.94,77,17999.0,15K-20K,625.0,48,13,2249.875,162.81198167469236,11,74,12.0
201,228,110.55083179297597,8.0,5000.0,0.0,16.94,44,26999.0,20K+,625.0,50,16,3374.875,244.22249531835206,12,57,12.0
202,228,128.0,6.0,5000.0,0.0,16.94,44,23999.0,20K+,833.3333333333334,50,16,3999.8333333333335,187.4921875,12,57,12.0
203,122,64.0,4.0,5000.0,0.0,16.56,116,8749.0,5K-10K,1250.0,13,5,2187.25,136.703125,20,26,12.0
204,99,128.0,6.0,5000.0,0.0,16.94,84,21999.0,20K+,833.3333333333334,108,16,3666.5,171.8671875,11,74,12.0
205,244,128.0,8.0,5000.0,0.0,17.22,52,15999.0,15K-20K,625.0,50,16,1999.875,124.9921875,4,87,12.0
206,273,128.0,6.0,5000.0,0.0,16.94,79,17499.0,15K-20K,833.3333333333334,64,16,2916.5,136.7109375,11,73,12.0
207,143,128.0,8.0,5000.0,0.0,16.76,79,21499.0,20K+,625.0,50,16,2687.375,167.9609375,6,99,12.0
208,138,64.0,4.0,5000.0,0.0,16.76,50,14999.0,10K-15K,1250.0,50,8,3749.75,234.359375,20,11,12.0
209,103,110.55083179297597,8.0,4871.587800369686,0.0,16.94,44,29999.0,20K+,608.9484750462108,200,16,3749.875,271.35933319957195,12,57,12.0
210,147,128.0,8.0,5000.0,0.0,16.36,75,17999.0,15K-20K,625.0,50,16,2249.875,140.6171875,22,65,12.0
211,102,128.0,8.0,5000.0,0.0,16.36,75,17999.0,15K-20K,625.0,50,16,2249.875,140.6171875,22,65,12.0
212,236,128.0,6.0,5000.0,0.0,16.36,75,15999.0,15K-20K,833.3333333333334,50,16,2666.5,124.9921875,22,65,12.0
213,147,128.0,4.0,5000.0,0.0,16.36,75,14499.0,10K-15K,1250.0,50,16,3624.75,113.2734375,22,65,12.0
214,102,128.0,6.0,5000.0,0.0,16.36,75,15999.0,15K-20K,833.3333333333334,50,16,2666.5,124.9921875,22,65,12.0
215,271,128.0,8.0,5000.0,0.0,16.76,79,21499.0,20K+,625.0,50,16,2687.375,167.9609375,6,99,12.0
216,23,128.0,6.0,5000.0,0.0,16.26,59,12999.0,10K-15K,833.3333333333334,50,13,2166.5,101.5546875,6,94,12.0
217,166,110.55083179297597,8.0,4871.587800369686,0.0,16.94,44,29999.0,20K+,608.9484750462108,200,16,3749.875,271.35933319957195,12,57,12.0
218,150,32.0,3.0,5000.0,0.0,16.51,119,7115.0,5K-10K,1666.6666666666667,8,5,2371.6666666666665,222.34375,20,104,12.0
219,15,64.0,2.0,5000.0,0.0,16.51,114,6799.0,5K-10K,2500.0,13,5,3399.5,106.234375,6,88,12.0
220,88,128.0,6.0,5000.0,0.0,16.94,44,23999.0,20K+,833.3333333333334,50,16,3999.8333333333335,187.4921875,12,57,12.0
221,236,128.0,4.0,5000.0,0.0,16.36,75,14499.0,10K-15K,1250.0,50,16,3624.75,113.2734375,22,65,12.0
222,181,128.0,8.0,4871.587800369686,0.0,16.76,88,16228.375231053604,,608.9484750462108,50,10,2028.5469038817005,126.78418149260628,14,42,12.0
223,179,128.0,8.0,5000.0,0.0,17.22,52,15999.0,15K-20K,625.0,50,16,1999.875,124.9921875,4,87,12.0
224,273,110.55083179297597,8.0,5000.0,0.0,16.94,84,23999.0,20K+,625.0,108,16,2999.875,217.08565743713217,11,74,12.0
225,163,128.0,8.0,4871.587800369686,0.0,17.22,48,31062.5,,608.9484750462108,50,50,3882.8125,242.67578125,22,70,12.0
226,226,64.0,4.0,5000.0,0.0,16.76,62,12999.0,10K-15K,1250.0,50,16,3249.75,203.109375,20,54,12.0
227,75,64.0,4.0,4871.587800369686,0.0,17.259999999999994,31,8499.0,5K-10K,1217.8969500924215,13,8,2124.75,132.796875,4,43,12.0
228,15,64.0,4.0,4871.587800369686,0.0,17.259999999999994,31,8499.0,5K-10K,1217.8969500924215,13,8,2124.75,132.796875,4,43,12.0
229,125,64.0,4.0,4871.587800369686,0.0,17.259999999999994,31,8499.0,5K-10K,1217.8969500924215,13,8,2124.75,132.796875,4,43,12.0
230,195,64.0,4.0,4871.587800369686,0.0,17.259999999999994,31,8499.0,5K-10K,1217.8969500924215,13,8,2124.75,132.796875,4,43,12.0
231,226,128.0,6.0,5000.0,0.0,16.76,62,12999.0,10K-15K,833.3333333333334,50,16,2166.5,101.5546875,20,54,12.0
232,253,110.55083179297597,8.0,5000.0,0.0,16.94,77,17999.0,15K-20K,625.0,48,13,2249.875,162.81198167469236,11,74,12.0
233,38,128.0,6.0,5000.0,0.0,16.76,75,13999.0,10K-15K,833.3333333333334,50,16,2333.1666666666665,109.3671875,6,96,12.0
234,236,128.0,8.0,5000.0,0.0,16.36,75,17999.0,15K-20K,625.0,50,16,2249.875,140.6171875,22,65,12.0
235,147,128.0,6.0,5000.0,0.0,16.36,75,15999.0,15K-20K,833.3333333333334,50,16,2666.5,124.9921875,22,65,12.0
236,225,128.0,6.0,5000.0,0.0,16.76,62,12999.0,10K-15K,833.3333333333334,50,16,2166.5,101.5546875,20,54,12.0
237,29,64.0,3.0,5000.0,0.0,16.66,65,9499.0,5K-10K,1666.6666666666667,8,5,3166.3333333333335,148.421875,9,15,12.0
238,228,128.0,8.0,5000.0,0.0,16.94,44,25999.0,20K+,625.0,50,16,3249.875,203.1171875,12,57,12.0
239,129,128.0,8.0,4871.587800369686,0.0,17.22,48,31062.5,,608.9484750462108,50,50,3882.8125,242.67578125,22,70,12.0
240,268,128.0,4.0,4871.587800369686,0.0,16.51,39,10999.0,10K-15K,1217.8969500924215,13,8,2749.75,85.9296875,20,23,12.0
241,45,128.0,8.0,5000.0,0.0,17.22,52,15999.0,15K-20K,625.0,50,16,1999.875,124.9921875,4,87,12.0
242,219,110.55083179297597,8.0,5000.0,0.0,16.94,80,29999.0,20K+,625.0,64,16,3749.875,271.35933319957195,11,36,12.0
243,128,16.0,2.0,5000.0,0.0,16.43120147874307,68,4999.0,<5K,2500.0,13,5,2499.5,312.4375,21,101,12.0
244,128,16.0,8.0,4871.587800369686,0.0,16.43120147874307,24,3549.0,<5K,608.9484750462108,2,0,443.625,221.8125,21,101,12.0
245,128,16.0,4.0,4871.587800369686,0.0,16.43120147874307,26,1699.0,<5K,1217.8969500924215,0,0,424.75,106.1875,21,103,12.0
246,128,16.0,4.0,4871.587800369686,0.0,16.43120147874307,106,920.0,<5K,1217.8969500924215,0,0,230.0,57.5,21,102,12.0
247,128,16.0,4.0,4871.587800369686,0.0,16.43120147874307,106,920.0,<5K,1217.8969500924215,0,0,230.0,57.5,21,102,12.0
248,145,128.0,6.0,4871.587800369686,0.0,17.02,75,10999.0,10K-15K,811.9313000616144,50,5,1833.1666666666667,85.9296875,12,1,12.0
249,114,64.0,4.0,5000.0,0.0,16.66,57,11970.0,10K-15K,1250.0,50,5,2992.5,187.03125,9,13,12.0
250,114,64.0,4.0,4871.587800369686,0.0,16.43120147874307,66,1199.0,<5K,1217.8969500924215,0,0,299.75,18.734375,17,106,12.0
251,248,128.0,6.0,5000.0,0.0,16.94,103,16999.0,15K-20K,833.3333333333334,50,13,2833.1666666666665,132.8046875,12,57,12.0
252,183,128.0,6.0,5000.0,0.0,16.71,22,11999.0,10K-15K,833.3333333333334,50,8,1999.8333333333333,93.7421875,12,3,12.0
253,168,128.0,8.0,5000.0,0.0,16.94,44,25999.0,20K+,625.0,50,16,3249.875,203.1171875,12,57,12.0
254,213,32.0,3.0,5000.0,0.0,16.56,115,5999.0,5K-10K,1666.6666666666667,8,5,1999.6666666666667,187.46875,7,45,12.0
255,7,110.55083179297597,8.0,4871.587800369686,0.0,16.94,44,29999.0,20K+,608.9484750462108,200,16,3749.875,271.35933319957195,12,57,12.0
256,126,128.0,6.0,5000.0,0.0,16.94,103,16999.0,15K-20K,833.3333333333334,50,13,2833.1666666666665,132.8046875,12,57,12.0
257,245,64.0,4.0,5000.0,0.0,16.66,57,12499.0,10K-15K,1250.0,50,5,3124.75,195.296875,9,13,12.0
258,145,64.0,4.0,5000.0,0.0,16.66,57,12499.0,10K-15K,1250.0,50,5,3124.75,195.296875,9,13,12.0
259,273,128.0,6.0,5000.0,0.0,16.94,84,21999.0,20K+,833.3333333333334,108,16,3666.5,171.8671875,11,74,12.0
260,15,110.55083179297597,8.0,4871.587800369686,0.0,16.26,52,21999.0,20K+,608.9484750462108,50,16,2749.875,198.99443218298555,20,9,12.0
261,145,110.55083179297597,8.0,4871.587800369686,0.0,16.26,52,21999.0,20K+,608.9484750462108,50,16,2749.875,198.99443218298555,20,9,12.0
262,183,64.0,4.0,5000.0,0.0,16.71,22,9999.0,5K-10K,1250.0,50,8,2499.75,156.234375,12,3,12.0
263,88,110.55083179297597,8.0,5000.0,0.0,16.94,44,26999.0,20K+,625.0,50,16,3374.875,244.22249531835206,12,57,12.0
264,168,128.0,6.0,5000.0,0.0,16.94,44,23999.0,20K+,833.3333333333334,50,16,3999.8333333333335,187.4921875,12,57,12.0
265,101,128.0,6.0,5000.0,0.0,16.94,103,16999.0,15K-20K,833.3333333333334,50,13,2833.1666666666665,132.8046875,12,57,12.0
266,197,64.0,4.0,5000.0,0.0,16.51,41,13499.0,10K-15K,1250.0,48,16,3374.75,210.921875,20,54,12.0
267,8,128.0,6.0,5000.0,0.0,16.94,84,21999.0,20K+,833.3333333333334,108,16,3666.5,171.8671875,11,74,12.0
268,73,64.0,4.0,4871.587800369686,0.0,17.259999999999994,67,8999.0,5K-10K,1217.8969500924215,50,8,2249.75,140.609375,4,44,12.0
269,184,64.0,4.0,4871.587800369686,0.0,17.259999999999994,67,8999.0,5K-10K,1217.8969500924215,50,8,2249.75,140.609375,4,44,12.0
270,0,64.0,4.0,4871.587800369686,0.0,17.259999999999994,67,8999.0,5K-10K,1217.8969500924215,50,8,2249.75,140.609375,4,44,12.0
271,259,64.0,4.0,4871.587800369686,0.0,17.259999999999994,67,8999.0,5K-10K,1217.8969500924215,50,8,2249.75,140.609375,4,44,12.0
272,103,110.55083179297597,4.0,4871.587800369686,0.0,16.94,44,31062.5,,1217.8969500924215,200,16,7765.625,280.9793422284644,12,57,12.0
273,149,64.0,4.0,5000.0,0.0,16.64,75,10999.0,10K-15K,1250.0,50,16,2749.75,171.859375,6,38,12.0
274,142,128.0,6.0,5000.0,0.0,16.64,63,16999.0,15K-20K,833.3333333333334,108,16,2833.1666666666665,132.8046875,6,97,12.0
275,31,32.0,3.0,5000.0,0.0,16.56,115,5999.0,5K-10K,1666.6666666666667,8,5,1999.6666666666667,187.46875,7,45,12.0
276,66,128.0,4.0,5000.0,0.0,16.54,65,12990.0,10K-15K,1250.0,13,5,3247.5,101.484375,22,77,12.0
277,127,110.55083179297597,8.0,4871.587800369686,0.0,16.64,6,29999.0,20K+,608.9484750462108,50,32,3749.875,271.35933319957195,6,32,12.0
278,273,64.0,6.0,5000.0,0.0,16.94,79,16499.0,15K-20K,833.3333333333334,64,16,2749.8333333333335,257.796875,11,73,12.0
279,33,110.55083179297597,8.0,5000.0,0.0,16.94,80,29999.0,20K+,625.0,64,16,3749.875,271.35933319957195,11,36,12.0
280,246,110.55083179297597,8.0,4871.587800369686,0.0,16.26,52,21999.0,20K+,608.9484750462108,50,16,2749.875,198.99443218298555,20,9,12.0
281,33,32.0,2.0,5000.0,0.0,16.51,100,6978.0,5K-10K,2500.0,8,5,3489.0,218.0625,20,54,12.0
282,150,32.0,2.0,5000.0,0.0,16.51,100,7370.0,5K-10K,2500.0,8,5,3685.0,230.3125,20,54,12.0
283,7,110.55083179297597,2.0,4871.587800369686,0.0,16.94,44,31062.5,,2435.793900184843,200,16,15531.25,280.9793422284644,12,57,12.0
284,50,64.0,2.0,5000.0,0.0,16.51,114,6799.0,5K-10K,2500.0,13,5,3399.5,106.234375,6,88,12.0
285,81,128.0,4.0,5000.0,0.0,16.76,83,15999.0,15K-20K,1250.0,50,8,3999.75,124.9921875,14,42,12.0
286,181,128.0,8.0,4871.587800369686,0.0,17.02,97,16228.375231053604,,608.9484750462108,12,10,2028.5469038817005,126.78418149260628,14,42,12.0
287,40,128.0,6.0,5000.0,0.0,16.76,49,16999.0,15K-20K,833.3333333333334,50,16,2833.1666666666665,132.8046875,11,49,12.0
288,11,64.0,4.0,5000.0,0.0,16.43,75,13999.0,10K-15K,1250.0,50,16,3499.75,218.734375,6,95,12.0
289,40,128.0,6.0,5000.0,0.0,16.71,47,13999.0,10K-15K,833.3333333333334,50,8,2333.1666666666665,109.3671875,11,49,12.0
290,160,32.0,3.0,5000.0,0.0,16.51,116,8999.0,5K-10K,1666.6666666666667,50,5,2999.6666666666665,281.21875,20,27,12.0
291,3,32.0,3.0,5000.0,0.0,16.51,116,8999.0,5K-10K,1666.6666666666667,50,5,2999.6666666666665,281.21875,20,27,12.0
292,56,64.0,4.0,5000.0,0.0,16.51,117,8995.0,5K-10K,1250.0,8,5,2248.75,140.546875,20,54,12.0
293,95,128.0,8.0,4871.587800369686,0.0,17.02,55,15999.0,15K-20K,608.9484750462108,108,60,1999.875,124.9921875,4,87,12.0
294,54,128.0,8.0,4871.587800369686,0.0,17.02,55,15999.0,15K-20K,608.9484750462108,108,60,1999.875,124.9921875,4,87,12.0
295,191,128.0,4.0,5000.0,0.0,16.26,41,13499.0,10K-15K,1250.0,64,16,3374.75,105.4609375,20,7,12.0
296,160,64.0,4.0,5000.0,0.0,16.51,116,9999.0,5K-10K,1250.0,50,5,2499.75,156.234375,20,27,12.0
297,205,64.0,4.0,5000.0,0.0,16.51,116,9999.0,5K-10K,1250.0,50,5,2499.75,156.234375,20,27,12.0
298,3,64.0,4.0,5000.0,0.0,16.51,116,9999.0,5K-10K,1250.0,50,5,2499.75,156.234375,20,27,12.0
299,53,128.0,8.0,5000.0,0.0,16.26,41,15499.0,15K-20K,625.0,64,16,1937.375,121.0859375,20,7,12.0
300,60,128.0,8.0,5000.0,0.0,16.71,75,16999.0,15K-20K,625.0,50,16,2124.875,132.8046875,22,81,12.0
301,1,128.0,8.0,5000.0,0.0,16.71,75,16999.0,15K-20K,625.0,50,16,2124.875,132.8046875,22,81,12.0
302,15,128.0,8.0,4871.587800369686,0.0,16.64,86,24999.0,20K+,608.9484750462108,50,32,3124.875,195.3046875,6,32,12.0
303,185,128.0,6.0,5000.0,0.0,16.64,63,16999.0,15K-20K,833.3333333333334,108,16,2833.1666666666665,132.8046875,6,97,12.0
304,38,64.0,4.0,5000.0,0.0,16.76,75,11249.0,10K-15K,1250.0,50,16,2812.25,175.765625,6,96,12.0
305,47,128.0,8.0,4871.587800369686,0.0,16.64,96,16228.375231053604,,608.9484750462108,50,32,2028.5469038817005,126.78418149260628,6,32,12.0
306,194,128.0,6.0,4871.587800369686,0.0,16.76,8,21174.0,20K+,811.9313000616144,64,16,3529.0,165.421875,12,46,12.0
307,80,64.0,4.0,5000.0,0.0,17.02,40,10999.0,10K-15K,1250.0,50,16,2749.75,171.859375,4,57,12.0
308,209,128.0,8.0,4871.587800369686,0.0,16.43120147874307,108,16228.375231053604,,608.9484750462108,64,13,2028.5469038817005,126.78418149260628,1,58,12.0
309,37,128.0,8.0,4871.587800369686,0.0,16.43120147874307,108,16228.375231053604,,608.9484750462108,64,13,2028.5469038817005,126.78418149260628,1,58,12.0
310,105,64.0,4.0,5000.0,0.0,16.76,36,7993.0,5K-10K,1250.0,13,8,1998.25,124.890625,15,64,12.0
311,216,64.0,4.0,5000.0,0.0,16.76,36,8069.0,5K-10K,1250.0,13,8,2017.25,126.078125,15,64,12.0
312,141,128.0,8.0,4871.587800369686,0.0,16.64,86,24999.0,20K+,608.9484750462108,50,32,3124.875,195.3046875,6,32,12.0
313,248,128.0,8.0,4871.587800369686,0.0,17.02,77,29999.0,20K+,608.9484750462108,108,32,3749.875,234.3671875,9,61,12.0
314,59,64.0,4.0,5000.0,0.0,16.76,101,16499.0,15K-20K,1250.0,50,13,4124.75,257.796875,14,42,12.0
315,133,64.0,4.0,5000.0,0.0,16.51,20,9499.0,5K-10K,1250.0,50,8,2374.75,148.421875,6,92,12.0
316,88,128.0,8.0,5000.0,0.0,16.94,44,25999.0,20K+,625.0,50,16,3249.875,203.1171875,12,57,12.0
317,69,110.55083179297597,8.0,5000.0,0.0,16.94,80,29999.0,20K+,625.0,64,16,3749.875,271.35933319957195,11,36,12.0
318,25,128.0,6.0,5000.0,0.0,16.76,101,18999.0,15K-20K,833.3333333333334,50,13,3166.5,148.4296875,14,42,12.0
319,145,128.0,8.0,4871.587800369686,0.0,17.02,77,29999.0,20K+,608.9484750462108,108,32,3749.875,234.3671875,9,61,12.0
320,120,128.0,6.0,5000.0,0.0,16.76,101,18999.0,15K-20K,833.3333333333334,50,13,3166.5,148.4296875,14,42,12.0
321,80,128.0,6.0,5000.0,0.0,17.02,40,12999.0,10K-15K,833.3333333333334,50,16,2166.5,101.5546875,4,57,12.0
322,3,128.0,4.0,5000.0,0.0,16.76,83,15999.0,15K-20K,1250.0,50,8,3999.75,124.9921875,14,42,12.0
323,211,64.0,4.0,5000.0,0.0,16.59,35,8999.0,5K-10K,1250.0,13,5,2249.75,140.609375,11,26,12.0
324,175,64.0,4.0,4871.587800369686,0.0,17.02,75,9499.0,5K-10K,1217.8969500924215,50,5,2374.75,148.421875,12,1,12.0
325,12,64.0,6.0,4871.587800369686,0.0,16.94,82,17999.0,15K-20K,811.9313000616144,64,20,2999.8333333333335,281.234375,11,71,12.0
326,219,110.55083179297597,6.0,5000.0,0.0,16.94,80,31062.5,,833.3333333333334,64,16,5177.083333333333,280.9793422284644,11,36,12.0
327,217,128.0,8.0,4871.587800369686,0.0,16.43120147874307,108,16228.375231053604,,608.9484750462108,64,13,2028.5469038817005,126.78418149260628,1,58,12.0
328,270,128.0,8.0,4871.587800369686,0.0,16.64,87,30499.0,,608.9484750462108,50,16,3812.375,238.2734375,19,105,12.0
329,274,128.0,8.0,4871.587800369686,0.0,16.64,87,30999.0,,608.9484750462108,50,16,3874.875,242.1796875,1,58,12.0
330,78,64.0,4.0,5000.0,0.0,16.51,68,7999.0,5K-10K,1250.0,13,8,1999.75,124.984375,2,47,12.0
331,207,64.0,4.0,5000.0,0.0,16.64,75,10999.0,10K-15K,1250.0,50,16,2749.75,171.859375,6,38,12.0
332,259,64.0,4.0,5000.0,0.0,16.76,35,9290.0,5K-10K,1250.0,50,8,2322.5,145.15625,15,64,12.0
333,273,64.0,4.0,5000.0,0.0,16.76,49,14999.0,10K-15K,1250.0,50,16,3749.75,234.359375,11,49,12.0
334,109,64.0,4.0,5000.0,0.0,16.76,35,8449.0,5K-10K,1250.0,50,8,2112.25,132.015625,15,64,12.0
335,179,110.55083179297597,8.0,5000.0,0.0,17.22,44,17999.0,15K-20K,625.0,50,16,2249.875,162.81198167469236,4,87,12.0
336,256,64.0,4.0,5000.0,0.0,16.76,35,8495.0,5K-10K,1250.0,50,8,2123.75,132.734375,15,64,12.0
337,244,110.55083179297597,8.0,5000.0,0.0,17.22,44,17999.0,15K-20K,625.0,50,16,2249.875,162.81198167469236,4,87,12.0
338,29,64.0,4.0,5000.0,0.0,16.51,68,7999.0,5K-10K,1250.0,13,8,1999.75,124.984375,2,47,12.0
339,241,64.0,4.0,5000.0,0.0,16.54,65,11999.0,10K-15K,1250.0,13,5,2999.75,187.484375,22,77,12.0
340,66,64.0,3.0,5000.0,0.0,16.54,65,10499.0,10K-15K,1666.6666666666667,13,5,3499.6666666666665,164.046875,22,77,12.0
341,241,128.0,4.0,5000.0,0.0,16.54,65,12999.0,10K-15K,1250.0,13,5,3249.75,101.5546875,22,77,12.0
342,25,128.0,8.0,4871.587800369686,0.0,16.64,87,29499.0,20K+,608.9484750462108,50,16,3687.375,230.4609375,19,105,12.0
343,237,128.0,6.0,4871.587800369686,0.0,16.76,8,20998.0,20K+,811.9313000616144,64,16,3499.6666666666665,164.046875,12,46,12.0
344,259,64.0,4.0,5000.0,0.0,16.76,35,9290.0,5K-10K,1250.0,50,8,2322.5,145.15625,15,64,12.0
345,194,110.55083179297597,8.0,4871.587800369686,0.0,16.76,8,23999.0,20K+,608.9484750462108,64,16,2999.875,217.08565743713217,12,46,12.0
346,91,128.0,8.0,5000.0,0.0,16.66,3,19280.0,15K-20K,625.0,13,5,2410.0,150.625,9,19,12.0
347,10,64.0,4.0,5000.0,0.0,16.76,35,8649.0,5K-10K,1250.0,50,8,2162.25,135.140625,15,64,12.0
348,45,110.55083179297597,8.0,5000.0,0.0,17.22,44,17999.0,15K-20K,625.0,50,16,2249.875,162.81198167469236,4,87,12.0
349,241,64.0,3.0,5000.0,0.0,16.54,65,10999.0,10K-15K,1666.6666666666667,13,5,3666.3333333333335,171.859375,22,77,12.0
350,115,128.0,8.0,5000.0,0.0,16.94,79,19499.0,15K-20K,625.0,64,16,2437.375,152.3359375,11,73,12.0
351,33,64.0,4.0,5000.0,0.0,16.51,100,9349.0,5K-10K,1250.0,8,5,2337.25,146.078125,20,54,12.0
352,115,128.0,8.0,5000.0,0.0,16.94,79,19499.0,15K-20K,625.0,64,16,2437.375,152.3359375,11,73,12.0
353,72,64.0,4.0,5000.0,0.0,16.66,1,8288.0,5K-10K,1250.0,13,5,2072.0,129.5,15,64,12.0
354,9,64.0,4.0,4871.587800369686,0.0,16.51,21,12272.0,10K-15K,1217.8969500924215,50,13,3068.0,191.75,12,1,12.0
355,72,32.0,3.0,5000.0,0.0,16.66,1,6794.0,5K-10K,1666.6666666666667,13,5,2264.6666666666665,212.3125,15,64,12.0
356,119,128.0,6.0,5000.0,0.0,16.76,78,21999.0,20K+,833.3333333333334,50,8,3666.5,171.8671875,14,42,12.0
357,59,128.0,6.0,5000.0,0.0,16.76,101,18999.0,15K-20K,833.3333333333334,50,13,3166.5,148.4296875,14,42,12.0
358,166,110.55083179297597,4.0,4871.587800369686,0.0,16.94,44,31062.5,,1217.8969500924215,200,16,7765.625,280.9793422284644,12,57,12.0
359,91,64.0,4.0,5000.0,0.0,16.76,120,9699.0,5K-10K,1250.0,50,8,2424.75,151.546875,20,28,12.0
360,91,128.0,4.0,5000.0,0.0,16.76,120,10699.0,10K-15K,1250.0,50,8,2674.75,83.5859375,20,28,12.0
361,46,64.0,4.0,5000.0,0.0,16.51,58,10999.0,10K-15K,1250.0,50,16,2749.75,171.859375,6,93,12.0
362,265,32.0,2.0,5000.0,0.0,16.76,110,5999.0,5K-10K,2500.0,8,5,2999.5,187.46875,16,16,12.0
363,66,64.0,4.0,5000.0,0.0,16.54,65,11999.0,10K-15K,1250.0,13,5,2999.75,187.484375,22,77,12.0
364,227,110.55083179297597,4.0,4871.587800369686,0.0,16.36,52,27540.0,20K+,1217.8969500924215,64,50,6885.0,249.11617174959872,22,68,12.0
365,93,128.0,8.0,4871.587800369686,0.0,17.02,71,27877.0,20K+,608.9484750462108,50,32,3484.625,217.7890625,10,56,12.0
366,170,128.0,6.0,5000.0,0.0,16.76,78,21999.0,20K+,833.3333333333334,50,8,3666.5,171.8671875,14,42,12.0
367,206,32.0,2.0,5000.0,0.0,16.76,110,5990.0,5K-10K,2500.0,8,5,2995.0,187.1875,16,16,12.0
368,61,32.0,2.0,5000.0,0.0,16.76,110,5999.0,5K-10K,2500.0,8,5,2999.5,187.46875,16,16,12.0
369,182,128.0,6.0,4871.587800369686,0.0,16.76,8,21499.0,20K+,811.9313000616144,64,16,3583.1666666666665,167.9609375,12,46,12.0
370,40,128.0,8.0,5000.0,0.0,16.76,49,15999.0,15K-20K,625.0,50,16,1999.875,124.9921875,11,49,12.0
371,136,64.0,4.0,5000.0,0.0,16.43,75,11980.0,10K-15K,1250.0,50,16,2995.0,187.1875,6,39,12.0
372,235,64.0,2.0,5000.0,0.0,16.76,56,6999.0,5K-10K,2500.0,8,5,3499.5,109.359375,4,63,12.0
373,98,64.0,2.0,5000.0,0.0,16.76,56,6999.0,5K-10K,2500.0,8,5,3499.5,109.359375,4,63,12.0
374,121,64.0,2.0,5000.0,0.0,16.76,56,6999.0,5K-10K,2500.0,8,5,3499.5,109.359375,4,63,12.0
375,184,64.0,2.0,5000.0,0.0,16.76,56,6999.0,5K-10K,2500.0,8,5,3499.5,109.359375,4,63,12.0
376,156,128.0,8.0,5000.0,0.0,17.02,45,23999.0,20K+,625.0,108,16,2999.875,187.4921875,20,1,12.0
377,190,64.0,4.0,5000.0,0.0,16.76,76,11999.0,10K-15K,1250.0,50,16,2999.75,187.484375,20,11,12.0
378,189,128.0,4.0,5000.0,0.0,16.76,76,13499.0,10K-15K,1250.0,50,16,3374.75,105.4609375,20,11,12.0
379,120,64.0,4.0,5000.0,0.0,16.76,101,16499.0,15K-20K,1250.0,50,13,4124.75,257.796875,14,42,12.0
380,16,110.55083179297597,8.0,5000.0,0.0,16.76,4,31062.5,,625.0,48,13,3882.8125,280.9793422284644,14,42,12.0
381,188,64.0,4.0,5000.0,0.0,17.07,60,11349.0,10K-15K,1250.0,64,8,2837.25,177.328125,20,54,12.0
382,18,128.0,8.0,5000.0,0.0,16.76,4,30999.0,,625.0,48,13,3874.875,242.1796875,14,42,12.0
383,155,64.0,3.0,5000.0,0.0,16.66,65,9499.0,5K-10K,1666.6666666666667,8,5,3166.3333333333335,148.421875,9,15,12.0
384,155,64.0,3.0,5000.0,0.0,16.66,57,9790.0,5K-10K,1666.6666666666667,8,5,3263.3333333333335,152.96875,9,14,12.0
385,92,64.0,3.0,5000.0,0.0,16.66,65,9499.0,5K-10K,1666.6666666666667,8,5,3166.3333333333335,148.421875,9,15,12.0
386,110,128.0,8.0,4871.587800369686,0.0,17.02,71,28298.0,20K+,608.9484750462108,50,32,3537.25,221.078125,10,56,12.0
387,58,128.0,8.0,5000.0,0.0,17.02,45,23999.0,20K+,625.0,108,16,2999.875,187.4921875,20,1,12.0
388,100,128.0,8.0,5000.0,0.0,17.02,45,23999.0,20K+,625.0,108,16,2999.875,187.4921875,20,1,12.0
389,156,128.0,6.0,5000.0,0.0,17.02,45,22999.0,20K+,833.3333333333334,108,16,3833.1666666666665,179.6796875,20,1,12.0
390,100,128.0,6.0,5000.0,0.0,17.02,45,22999.0,20K+,833.3333333333334,108,16,3833.1666666666665,179.6796875,20,1,12.0
391,58,128.0,6.0,5000.0,0.0,17.02,45,22999.0,20K+,833.3333333333334,108,16,3833.1666666666665,179.6796875,20,1,12.0
392,186,128.0,8.0,5000.0,0.0,16.33,62,13999.0,10K-15K,625.0,64,16,1749.875,109.3671875,11,49,12.0
393,101,32.0,3.0,4871.587800369686,0.0,16.56,17,7049.0,5K-10K,1623.8626001232287,8,5,2349.6666666666665,220.28125,15,59,12.0
394,63,32.0,3.0,4871.587800369686,0.0,16.56,17,6960.0,5K-10K,1623.8626001232287,8,5,2320.0,217.5,15,59,12.0
395,56,128.0,4.0,5000.0,0.0,16.51,43,9104.0,5K-10K,1250.0,13,5,2276.0,71.125,14,42,12.0
396,129,110.55083179297597,4.0,4871.587800369686,0.0,17.22,48,16228.375231053604,,1217.8969500924215,50,50,4057.093807763401,146.7955959069021,22,70,12.0
